,Premise 1,Conclusion,GPT-4,GPT-3.5
4532,squid,orca,1.0,9.283420383313091
4533,squid,pike,2.5,9.04073527673858
4534,squid,piranha,3.0,9.001210688288644
4535,squid,plaice,3.5,9.484317954340094
4536,squid,ray,4.0,10.888092919710415
4537,squid,sardine,4.0,9.855035353170646
4538,squid,shark,3.0,9.61595821259029
4539,squid,squid,3.357142857142857,9.498469836552086
4540,squid,stickleback,2.5,9.547204938858519
4541,squid,trout,3.5,9.387055284348907
4542,squirrel,beaver,11.0,13.03313141881232
4543,squirrel,cat,8.0,10.647632251784316
4544,squirrel,cow,4.0,8.157507202235308
4545,squirrel,deer,7.5,11.858835576771291
4546,squirrel,dog,7.5,10.55030022014682
4547,squirrel,donkey,4.0,7.549849272067272
4548,squirrel,dromedary,3.5,7.220749330265834
4549,squirrel,elephant,3.0,6.514455444562325
4550,squirrel,fox,8.0,11.969510715511808
4551,squirrel,giraffe,3.0,4.7452917526674785
4552,squirrel,hamster,12.0,12.57984412379481
4553,squirrel,hedgehog,8.0,11.904445937852067
4554,squirrel,hippopotamus,3.0,5.0857652999987595
4555,squirrel,horse,4.5,8.525283813778547
4556,squirrel,lion,4.0,5.854794080756344
4557,squirrel,llama,4.0,8.424102022631978
4558,squirrel,mouse,14.5,15.687532720411786
4559,squirrel,rabbit,12.0,14.922894832554242
4560,squirrel,rhinoceros,3.0,6.032829374828143
4561,squirrel,sheep,5.0,8.70001977840326
4562,squirrel,squirrel,6.217391304347826,9.223689796818679
4563,squirrel,tiger,4.5,7.199600645429066
4564,squirrel,wolf,4.5,8.498400526007682
4565,squirrel,zebra,4.5,6.4820889855581685
4566,stick,axe,6.5,10.009871446140842
4567,stick,bazooka,1.5,2.0786027647275467
4568,stick,bow,6.0,9.899904490988497
4569,stick,canon,1.5,3.840366515783748
4570,stick,club,17.5,12.72052130016309
4571,stick,dagger,7.5,9.341056389825358
4572,stick,grenade,1.5,6.893374124315221
4573,stick,pistol,2.0,7.416235685791272
4574,stick,rifle,2.5,4.505720830996722
4575,stick,rope,3.5,7.794644063007697
4576,stick,shield,6.5,9.214236186225513
4577,stick,slingshot,6.5,8.951909683165502
4578,stick,spear,13.5,10.76581365329638
4579,stick,stick,5.9375,7.692411690868953
4580,stick,sword,7.5,9.270878437133387
4581,stick,tank,1.0,1.2208859903096327
4582,stick,whip,10.0,9.154565492032846
4583,stickleback,anchovy,7.5,10.088150260571126
4584,stickleback,carp,8.0,11.917518501970758
4585,stickleback,cod,7.0,12.44837629032613
4586,stickleback,dolphin,2.5,5.060090962447256
4587,stickleback,eel,6.0,9.471630064276464
4588,stickleback,flatfish,6.5,11.12130629257047
4589,stickleback,goldfish,7.5,11.699816850944817
4590,stickleback,herring,8.0,13.449110084549911
4591,stickleback,orca,2.0,6.145111107721648
4592,stickleback,pike,7.0,11.098832605445018
4593,stickleback,piranha,5.0,7.149876099287711
4594,stickleback,plaice,6.5,9.732148423818103
4595,stickleback,ray,4.5,10.808394459261834
4596,stickleback,sardine,7.5,11.367816547892918
4597,stickleback,shark,4.5,9.352642452932482
4598,stickleback,squid,2.5,9.547204938858519
4599,stickleback,stickleback,5.90625,10.216222844456217
4600,stickleback,trout,9.0,14.13306684192705
4601,stork,blackbird,7.5,10.880785184512469
4602,stork,canary,6.5,9.276347382113453
4603,stork,chicken,10.0,9.046414273455019
4604,stork,crow,7.5,9.768975743392577
4605,stork,dove,10.0,11.41678028255751
4606,stork,duck,10.0,11.905870103444741
4607,stork,eagle,12.0,13.671564062993426
4608,stork,falcon,10.0,10.74536348911344
4609,stork,heron,15.0,15.998586775660769
4610,stork,magpie,8.5,10.584517414508722
4611,stork,ostrich,9.0,9.791913702490074
4612,stork,parrot,7.5,10.88047118013224
4613,stork,peacock,7.5,10.794434240169188
4614,stork,pelican,14.0,13.597320821753119
4615,stork,robin,8.0,12.540210984225698
4616,stork,rooster,9.5,9.550717288181193
4617,stork,seagull,9.0,11.097681974332495
4618,stork,sparrow,8.5,10.67743523254063
4619,stork,stork,9.5,11.138495608686695
4620,stork,swallow,11.0,11.597734769099585
4621,stork,swan,13.0,12.747752742668379
4622,stork,turkey,7.5,9.545711806379819
4623,stork,vulture,10.0,10.897973531038591
4624,stork,woodpecker,7.0,9.170836015030828
4625,stove,apron,2.0,6.728306165886243
4626,stove,bottle,2.0,4.201598968763587
4627,stove,bowl,2.5,7.421981330593455
4628,stove,colander,2.0,6.612287478958747
4629,stove,fork,2.0,2.543766163575099
4630,stove,fridge,6.5,4.507107457768325
4631,stove,glass,2.0,3.414379232421854
4632,stove,grater,2.5,8.14032891898674
4633,stove,kettle,6.5,12.073125150451123
4634,stove,knife,2.5,7.334562626087536
4635,stove,mixer,4.0,8.857855118576227
4636,stove,mug,2.0,4.7345288493329685
4637,stove,nutcracker,2.0,5.897857907599977
4638,stove,oven,15.0,15.988110284667195
4639,stove,pan,6.5,13.17161841094629
4640,stove,percolator,6.5,12.131929572377269
4641,stove,plate,2.5,5.872860721309198
4642,stove,pot,6.5,13.763383848120059
4643,stove,scale,3.0,6.8172190095481096
4644,stove,scissors,1.0,1.1725501727617234
4645,stove,sieve,2.0,8.106792222465177
4646,stove,spatula,2.0,7.283597179884687
4647,stove,spoon,2.0,5.750160117740622
4648,stove,stove,3.75,7.412992799271037
4649,stove,teaspoon,2.0,3.073835331600095
4650,stove,toaster,8.0,9.524456593856065
4651,stove,towel,2.0,1.970820534336726
4652,stove,whisk,2.5,7.166004562023212
4653,stove,wok,5.0,13.302774448950714
4654,submarine,Mopeds,2.0,1.0539005882640766
4655,submarine,airplane,7.5,6.389227511527812
4656,submarine,bicycle,2.5,1.9293321636631644
4657,submarine,boat,15.0,10.89731055150462
4658,submarine,bus,4.5,5.408549579069614
4659,submarine,car,7.5,5.666640081745655
4660,submarine,carriage,3.5,3.7624260745436278
4661,submarine,cart,3.5,3.7621400084290224
4662,submarine,helicopter,6.0,7.488471795935885
4663,submarine,hovercraft,8.0,8.475346402585748
4664,submarine,jeep,3.5,4.593685054056744
4665,submarine,motorbike,2.5,2.980454063280618
4666,submarine,rocket,7.5,7.9828174445848035
4667,submarine,skateboard,2.0,1.7080187679432148
4668,submarine,sled,3.5,3.5995331404972193
4669,submarine,submarine,5.152173913043479,5.130250945369475
4670,submarine,taxi,3.5,4.8458015949883535
4671,submarine,tractor,3.5,4.284271727339178
4672,submarine,trailer,4.5,3.071858327844642
4673,submarine,train,6.5,7.213275380391591
4674,submarine,tram,4.0,5.946173406791442
4675,submarine,truck,5.5,5.693930044480661
4676,submarine,van,4.5,4.195811382678998
4677,submarine,zeppelin,7.5,7.046796651351247
4678,suit,Boot,4.5,8.617935902564964
4679,suit,beanie,2.0,8.159592395211819
4680,suit,belt,4.5,8.538028025088717
4681,suit,blouse,6.0,9.424982886467138
4682,suit,bra,3.0,7.486316310246274
4683,suit,cap,4.5,8.795334560175398
4684,suit,coat,15.0,13.33602735301316
4685,suit,dress,9.0,10.23255794775909
4686,suit,dungarees,4.5,8.689315518876572
4687,suit,hat,6.5,9.110756562888675
4688,suit,jeans,5.0,9.293114153551326
4689,suit,mittens,3.0,6.270077342660942
4690,suit,panties,2.0,6.277759946958932
4691,suit,pants,12.0,12.198431909689582
4692,suit,pullover,4.0,9.386418454046675
4693,suit,pyjamas,4.5,7.355852354739387
4694,suit,scarf,3.5,8.618009078803134
4695,suit,shirt,14.5,10.701809832508264
4696,suit,shoes,4.5,5.5722999527027985
4697,suit,shorts,6.0,9.64482162063629
4698,suit,skirt,5.0,9.083014195298603
4699,suit,socks,4.0,4.523340108909974
4700,suit,suit,6.25925925925926,8.972032864463388
4701,suit,sweater,7.5,9.817487025195497
4702,suit,t-shirt,5.0,8.94514281702197
4703,suit,tie,15.0,13.10556150074251
4704,suit,top,9.0,9.730601755859267
4705,suit,tracksuit,5.0,9.330297828894523
4706,swallow,blackbird,12.0,14.073072765521715
4707,swallow,canary,15.0,11.506366805660711
4708,swallow,chicken,9.0,9.118973466253234
4709,swallow,crow,10.0,10.380759745013904
4710,swallow,dove,14.0,12.30256600202285
4711,swallow,duck,9.0,10.458345299727878
4712,swallow,eagle,10.0,9.762893998878514
4713,swallow,falcon,12.0,10.542476642473448
4714,swallow,heron,9.0,11.598352243437276
4715,swallow,magpie,11.0,12.161843987806453
4716,swallow,ostrich,4.5,6.686348595155082
4717,swallow,parrot,11.0,10.702764500868708
4718,swallow,peacock,7.5,8.448764093730524
4719,swallow,pelican,8.0,9.172562255934375
4720,swallow,robin,15.0,14.964768185444278
4721,swallow,rooster,9.5,9.131486932025712
4722,swallow,seagull,12.0,9.977003297107071
4723,swallow,sparrow,15.0,15.149221559544035
4724,swallow,stork,11.0,11.597734769099585
4725,swallow,swallow,10.173913043478262,10.53503925754338
4726,swallow,swan,8.0,8.731170591902913
4727,swallow,turkey,6.0,8.442131392126075
4728,swallow,vulture,6.5,8.288276426551093
4729,swallow,woodpecker,9.0,9.10801936721231
4730,swan,blackbird,10.0,9.084594836580312
4731,swan,canary,8.0,9.071147277883279
4732,swan,chicken,10.0,8.43100415760888
4733,swan,crow,8.0,9.112726310029535
4734,swan,dove,12.0,11.460850974580943
4735,swan,duck,15.0,14.471389467784
4736,swan,eagle,8.0,12.110552113020086
4737,swan,falcon,7.5,9.044990735263214
4738,swan,heron,12.0,14.662967955662777
4739,swan,magpie,7.5,10.69700151009452
4740,swan,ostrich,6.5,8.696831663385485
4741,swan,parrot,7.5,9.591447429523459
4742,swan,peacock,8.0,11.22671580089009
4743,swan,pelican,11.0,12.455340029153444
4744,swan,robin,8.0,11.158870251920941
4745,swan,rooster,8.0,9.09615942154933
4746,swan,seagull,11.0,10.339553703433236
4747,swan,sparrow,8.0,8.489484229319576
4748,swan,stork,13.0,12.747752742668379
4749,swan,swallow,8.0,8.731170591902913
4750,swan,swan,8.956521739130435,10.181603709685639
4751,swan,turkey,8.0,9.171380742284565
4752,swan,vulture,6.0,8.599502867318513
4753,swan,woodpecker,5.0,5.725450510912216
4754,sweater,Boot,6.0,8.695201529367536
4755,sweater,beanie,10.0,14.287773310190875
4756,sweater,belt,3.0,7.932240530049199
4757,sweater,blouse,12.0,11.592165429438705
4758,sweater,bra,4.0,9.006184561150894
4759,sweater,cap,6.5,9.58491002273551
4760,sweater,coat,15.0,13.158316563265842
4761,sweater,dress,8.0,9.739369220508996
4762,sweater,dungarees,6.0,9.76963555111005
4763,sweater,hat,7.5,9.707576486044193
4764,sweater,jeans,5.0,10.098676394138959
4765,sweater,mittens,13.0,12.291793820008422
4766,sweater,panties,3.0,8.396916813889789
4767,sweater,pants,6.0,9.638629186495038
4768,sweater,pullover,18.0,17.097902575129993
4769,sweater,pyjamas,10.0,9.522114097150972
4770,sweater,scarf,12.0,13.049460925833806
4771,sweater,shirt,15.0,13.2746785480698
4772,sweater,shoes,4.5,4.6896812200829245
4773,sweater,shorts,6.5,11.32964925730456
4774,sweater,skirt,5.0,9.383256127745726
4775,sweater,socks,11.0,8.297267839024606
4776,sweater,suit,7.5,9.817487025195497
4777,sweater,sweater,8.574074074074074,10.639283320617507
4778,sweater,t-shirt,10.0,13.080993891944674
4779,sweater,tie,4.0,8.6766673381669
4780,sweater,top,15.0,14.25958561797299
4781,sweater,tracksuit,8.0,10.882515774656238
4782,sword,axe,12.0,13.260702335831871
4783,sword,bazooka,2.0,7.035847820558779
4784,sword,bow,5.0,10.214968311064016
4785,sword,canon,2.5,7.307950528263682
4786,sword,club,8.0,9.665260645925255
4787,sword,dagger,15.0,14.682596836264953
4788,sword,grenade,2.5,8.32660504597672
4789,sword,pistol,4.0,9.33863191187943
4790,sword,rifle,3.5,8.771357360894303
4791,sword,rope,2.0,4.8446820415259815
4792,sword,shield,5.0,10.229583157835282
4793,sword,slingshot,3.0,7.546039183513802
4794,sword,spear,13.0,13.782227244023254
4795,sword,stick,7.5,9.270878437133387
4796,sword,sword,5.71875,9.25202892635607
4797,sword,tank,2.0,4.64867274412264
4798,sword,whip,4.5,9.106459216883778
4799,swordfish,anchovy,4.0,8.720020687952974
4800,swordfish,carp,7.0,9.020532475262723
4801,swordfish,cod,8.0,12.288077063247261
4802,swordfish,dolphin,7.0,8.154088956479859
4803,swordfish,eel,6.0,9.926079911220665
4804,swordfish,flatfish,7.0,11.379558529032403
4805,swordfish,goldfish,4.0,6.641734973937866
4806,swordfish,herring,7.0,10.231880611987094
4807,swordfish,orca,3.0,8.742816976643494
4808,swordfish,pike,7.0,10.675400686612381
4809,swordfish,piranha,4.0,8.764737253976453
4810,swordfish,plaice,5.0,10.673900157514755
4811,swordfish,ray,7.0,12.451114240387735
4812,swordfish,sardine,5.0,9.163061929904977
4813,swordfish,shark,8.0,12.961235197642003
4814,swordfish,squid,4.0,10.965369060485813
4815,swordfish,trout,8.0,10.96237235389823
4816,synthesizer,accordion,9.0,10.46064975794734
4817,synthesizer,bagpipe,4.0,9.807437119377381
4818,synthesizer,banjo,3.5,8.86708582374801
4819,synthesizer,bassoon,4.0,8.993009698867535
4820,synthesizer,cello,5.0,9.407061314703718
4821,synthesizer,clarinet,5.0,10.592458584175933
4822,synthesizer,cymbals,3.5,8.556521280719231
4823,synthesizer,drum,4.5,10.105902569806881
4824,synthesizer,flute,4.0,11.296627135197717
4825,synthesizer,guitar,7.0,12.36138825199049
4826,synthesizer,harmonica,4.5,9.909379211590377
4827,synthesizer,harp,4.0,9.391154968036536
4828,synthesizer,harpsichord,7.0,9.07884775083775
4829,synthesizer,organ,15.0,15.156184048455831
4830,synthesizer,piano,13.5,12.146629619961683
4831,synthesizer,saxophone,5.5,10.694714248044523
4832,synthesizer,synthesizer,5.547619047619048,10.169600883159475
4833,synthesizer,tambourine,2.5,9.307505808050784
4834,synthesizer,triangle,2.5,8.704949455282108
4835,synthesizer,trombone,4.0,9.13863730951361
4836,synthesizer,trumpet,4.5,10.010654698429832
4837,synthesizer,violin,4.0,9.574819891611735
4838,t-shirt,Boot,3.5,4.409195520745993
4839,t-shirt,beanie,4.5,9.963433469353738
4840,t-shirt,belt,2.5,8.272298073297236
4841,t-shirt,blouse,14.5,13.317458168696401
4842,t-shirt,bra,6.0,9.363468713007773
4843,t-shirt,cap,6.0,10.838837659739669
4844,t-shirt,coat,7.5,8.970531478778348
4845,t-shirt,dress,8.0,9.971629235965835
4846,t-shirt,dungarees,6.0,9.64534887475018
4847,t-shirt,hat,4.5,9.716391549749595
4848,t-shirt,jeans,7.0,11.854200236800896
4849,t-shirt,mittens,4.5,8.241411015922003
4850,t-shirt,panties,5.5,8.90811020525685
4851,t-shirt,pants,8.0,10.252214894267755
4852,t-shirt,pullover,12.0,13.191240743780853
4853,t-shirt,pyjamas,10.0,9.900237762881634
4854,t-shirt,scarf,5.0,9.380639171488088
4855,t-shirt,shirt,17.5,15.549951256694184
4856,t-shirt,shoes,4.0,4.956229656419742
4857,t-shirt,shorts,11.5,15.08816373575872
4858,t-shirt,skirt,5.0,9.525387242672036
4859,t-shirt,socks,8.5,8.2028711953742
4860,t-shirt,suit,5.0,8.94514281702197
4861,t-shirt,sweater,10.0,13.080993891944674
4862,t-shirt,t-shirt,7.574074074074074,10.225289019494594
4863,t-shirt,tie,3.5,8.696930937264788
4864,t-shirt,top,18.0,15.962061558392953
4865,t-shirt,tracksuit,6.5,9.878424460327917
4866,tambourine,accordion,3.5,10.775305952685443
4867,tambourine,bagpipe,3.0,9.502519448112285
4868,tambourine,banjo,4.0,10.669852228798664
4869,tambourine,bassoon,2.5,8.026693543078586
4870,tambourine,cello,2.5,8.073283515131756
4871,tambourine,clarinet,2.5,8.815430893170788
4872,tambourine,cymbals,13.0,14.058209488828867
4873,tambourine,drum,12.0,15.046718870841296
4874,tambourine,flute,3.0,10.224194386782134
4875,tambourine,guitar,3.5,10.903091700547417
4876,tambourine,harmonica,3.5,10.240262796074438
4877,tambourine,harp,3.5,10.31699291821879
4878,tambourine,harpsichord,2.5,9.016663649664592
4879,tambourine,organ,2.5,9.607991088417396
4880,tambourine,piano,2.5,7.502142736143614
4881,tambourine,saxophone,2.5,9.573027453847155
4882,tambourine,synthesizer,2.5,9.307505808050784
4883,tambourine,tambourine,4.071428571428571,9.938075362187371
4884,tambourine,triangle,7.5,10.031472083065736
4885,tambourine,trombone,2.5,8.126064632019055
4886,tambourine,trumpet,3.0,9.853029425017718
4887,tambourine,violin,3.5,9.029129987438273
4888,tank,axe,2.0,3.5585634529131545
4889,tank,bazooka,12.0,12.151344447191995
4890,tank,bow,2.0,6.033632762681024
4891,tank,canon,15.0,13.472183816841987
4892,tank,club,2.0,3.02363163902463
4893,tank,dagger,1.5,2.9484593332995583
4894,tank,grenade,4.5,7.35906355559332
4895,tank,pistol,2.5,4.1166085666161
4896,tank,rifle,4.5,7.717239544555568
4897,tank,rope,0.5,0.6326628337771032
4898,tank,shield,6.0,9.553209941985141
4899,tank,slingshot,1.5,1.733622841824657
4900,tank,spear,1.5,5.69642691480926
4901,tank,stick,1.0,1.2208859903096327
4902,tank,sword,2.0,4.64867274412264
4903,tank,tank,3.75,5.421060123302281
4904,tank,whip,1.5,2.8707535872907197
4905,taxi,Mopeds,9.0,8.668364078779856
4906,taxi,airplane,7.0,6.838959027051146
4907,taxi,bicycle,7.0,8.503287381199012
4908,taxi,boat,7.0,7.972221657868586
4909,taxi,bus,15.0,12.856819963451112
4910,taxi,car,18.0,13.027971541265035
4911,taxi,carriage,15.0,9.525245669393627
4912,taxi,cart,12.0,9.100740094875322
4913,taxi,helicopter,6.0,8.874902327229496
4914,taxi,hovercraft,8.0,8.903762555716437
4915,taxi,jeep,13.5,10.250414427629671
4916,taxi,motorbike,10.0,9.303135074386192
4917,taxi,rocket,3.0,3.7841739402119288
4918,taxi,skateboard,3.0,4.732501574251871
4919,taxi,sled,4.5,4.37697451858259
4920,taxi,submarine,3.5,4.8458015949883535
4921,taxi,taxi,9.043478260869565,8.427051553890761
4922,taxi,tractor,6.0,7.363158082054768
4923,taxi,trailer,8.0,9.089402128046189
4924,taxi,train,9.0,8.196395424092145
4925,taxi,tram,12.0,9.083165286033836
4926,taxi,truck,13.5,9.527773870933025
4927,taxi,van,15.0,12.20649538926056
4928,taxi,zeppelin,3.0,6.79052013218676
4929,teaspoon,apron,2.0,6.499126035057014
4930,teaspoon,bottle,2.5,7.090564207488068
4931,teaspoon,bowl,4.5,9.923371298385042
4932,teaspoon,colander,3.0,8.258473908617553
4933,teaspoon,fork,9.5,13.653971870421678
4934,teaspoon,fridge,1.0,0.2554126649900313
4935,teaspoon,glass,4.0,8.826871625134565
4936,teaspoon,grater,3.5,8.99638166648845
4937,teaspoon,kettle,2.5,8.745153829443462
4938,teaspoon,knife,5.0,8.463008079608263
4939,teaspoon,mixer,4.0,11.040659855449336
4940,teaspoon,mug,4.0,9.223598093851813
4941,teaspoon,nutcracker,3.5,8.688302021364974
4942,teaspoon,oven,2.0,2.874894349853552
4943,teaspoon,pan,4.0,8.538716278291467
4944,teaspoon,percolator,3.0,9.373626927377398
4945,teaspoon,plate,3.5,6.367040934760627
4946,teaspoon,pot,4.5,9.261171163045605
4947,teaspoon,scale,4.5,9.95450562777471
4948,teaspoon,scissors,2.5,4.205287230909
4949,teaspoon,sieve,4.0,9.212741371983617
4950,teaspoon,spatula,5.0,11.566281571288613
4951,teaspoon,spoon,18.0,17.429575200498117
4952,teaspoon,stove,2.0,3.073835331600095
4953,teaspoon,teaspoon,4.0,8.25398897704691
4954,teaspoon,toaster,2.0,4.270562126890125
4955,teaspoon,towel,2.0,4.5777247347889425
4956,teaspoon,whisk,4.0,12.48396931247707
4957,teaspoon,wok,2.0,8.256864039474326
4958,tie,Boot,3.5,5.61950562052866
4959,tie,beanie,2.5,7.918869835050172
4960,tie,belt,8.0,9.74652213629048
4961,tie,blouse,4.0,8.466448215486542
4962,tie,bra,3.0,4.541686821542926
4963,tie,cap,5.0,8.603375233823757
4964,tie,coat,5.5,7.744398847268414
4965,tie,dress,3.5,7.357380371445714
4966,tie,dungarees,2.5,6.529770130207215
4967,tie,hat,5.0,9.086421668889834
4968,tie,jeans,3.5,7.2000603974472845
4969,tie,mittens,3.0,4.132183041411434
4970,tie,panties,2.5,2.6528241886933754
4971,tie,pants,3.5,5.5284845769024855
4972,tie,pullover,3.0,8.091447846750746
4973,tie,pyjamas,2.5,2.831898742889109
4974,tie,scarf,12.0,10.064681785844785
4975,tie,shirt,8.0,9.723921325719243
4976,tie,shoes,3.5,4.413386658880949
4977,tie,shorts,4.0,7.30667027240512
4978,tie,skirt,3.5,5.495303660823605
4979,tie,socks,5.0,7.590992315217166
4980,tie,suit,15.0,13.10556150074251
4981,tie,sweater,4.0,8.6766673381669
4982,tie,t-shirt,3.5,8.696930937264788
4983,tie,tie,4.666666666666667,7.246285932676311
4984,tie,top,5.0,8.883635957249636
4985,tie,tracksuit,2.0,5.640690755317539
4986,tiger,beaver,4.5,8.128525804340866
4987,tiger,cat,15.0,16.865997041085254
4988,tiger,cow,5.0,8.840691904055937
4989,tiger,deer,5.0,10.821527333619947
4990,tiger,dog,9.0,12.283364810033227
4991,tiger,donkey,4.5,6.079064986414499
4992,tiger,dromedary,4.5,9.226875321317355
4993,tiger,elephant,5.0,12.256592240944782
4994,tiger,fox,8.0,9.950504784314312
4995,tiger,giraffe,4.5,8.766353446749289
4996,tiger,hamster,3.0,6.317217752767135
4997,tiger,hedgehog,3.0,10.671492330884519
4998,tiger,hippopotamus,5.0,9.277618421839207
4999,tiger,horse,6.0,11.12873505170759
5000,tiger,lion,15.0,17.15960584213135
5001,tiger,llama,4.0,8.205705418957258
5002,tiger,mouse,5.0,7.409866250074799
5003,tiger,rabbit,3.5,8.451812371087902
5004,tiger,rhinoceros,6.0,14.896120470415767
5005,tiger,sheep,3.5,7.622723945005955
5006,tiger,squirrel,4.5,7.199600645429066
5007,tiger,tiger,6.152173913043479,10.300956629528411
5008,tiger,wolf,11.0,15.610517014836157
5009,tiger,zebra,7.0,9.751489291141302
5010,toad,alligator,2.5,9.381420519981713
5011,toad,chameleon,4.0,8.915761553144435
5012,toad,cobra,0.0,8.671066547293567
5013,toad,crocodile,2.5,9.071652163371244
5014,toad,dinosaur,2.5,5.676364738589522
5015,toad,frog,13.5,16.674073053544582
5016,toad,gecko,4.0,10.48614036985421
5017,toad,iguana,3.0,9.848065970865918
5018,toad,lizard,4.0,11.733984608076273
5019,toad,python,2.0,9.02824355833756
5020,toad,salamander,5.0,12.353930034080687
5021,toad,snake,2.5,10.286030156330995
5022,toad,toad,3.566666666666667,10.217051314799429
5023,toad,tortoise,3.5,10.353165816202399
5024,toad,turtle,3.0,11.755374864828628
5025,toad,viper,1.5,9.020495767489702
5026,toaster,apron,2.0,5.586428582649583
5027,toaster,bottle,2.0,1.5765246814363993
5028,toaster,bowl,2.0,6.662232647690393
5029,toaster,colander,2.0,6.479908441317216
5030,toaster,fork,2.0,3.9154648601884054
5031,toaster,fridge,3.0,0.49106544085641113
5032,toaster,glass,2.0,4.275629119639073
5033,toaster,grater,3.5,8.150907493782846
5034,toaster,kettle,6.5,9.838623942442842
5035,toaster,knife,3.0,5.375798073184175
5036,toaster,mixer,4.5,8.205690208413504
5037,toaster,mug,2.5,6.778774810990276
5038,toaster,nutcracker,2.0,6.570757810879973
5039,toaster,oven,12.0,9.828354554338002
5040,toaster,pan,4.5,8.990871173778327
5041,toaster,percolator,6.0,9.782406669444176
5042,toaster,plate,3.0,5.2936005142078155
5043,toaster,pot,4.0,7.459585448560842
5044,toaster,scale,2.5,6.3669973829948265
5045,toaster,scissors,2.0,1.6164250918870984
5046,toaster,sieve,2.5,7.039060801485887
5047,toaster,spatula,2.0,7.225379497563537
5048,toaster,spoon,2.0,4.458523169860224
5049,toaster,stove,8.0,9.524456593856065
5050,toaster,teaspoon,2.0,4.270562126890125
5051,toaster,toaster,3.321428571428572,6.200253621827986
5052,toaster,towel,1.5,2.736442400608663
5053,toaster,whisk,2.0,6.45285021090742
5054,toaster,wok,2.0,8.653779661329505
5055,tongs,adjustable spanner,9.5,13.17518389969213
5056,tongs,anvil,5.0,10.000470282584068
5057,tongs,axe,3.5,8.980613022701105
5058,tongs,chisel,4.0,10.72483433352718
5059,tongs,crowbar,5.5,14.246121545942646
5060,tongs,drill,4.0,8.601873177912935
5061,tongs,file,4.5,9.054286964030862
5062,tongs,hammer,6.5,10.69088213583965
5063,tongs,knife,5.0,9.874547740850609
5064,tongs,level,3.0,9.17413107867307
5065,tongs,nail,2.5,7.633081049338714
5066,tongs,pickaxe,3.5,11.027156528458523
5067,tongs,plane,4.0,8.51978611136133
5068,tongs,plough,3.5,7.071791165312282
5069,tongs,rope,3.5,7.683955116415637
5070,tongs,saw,4.0,10.688508016680782
5071,tongs,screwdriver,4.5,9.929350999077709
5072,tongs,shovel,4.5,11.09057791121879
5073,tongs,tongs,4.775,9.998731674715195
5074,tongs,wheelbarrow,3.0,8.22050251050249
5075,tongs,wrench,12.0,13.586979904183385
5076,top,Boot,4.5,5.240661335312203
5077,top,beanie,4.5,9.6879463388239
5078,top,belt,3.5,8.43245608555031
5079,top,blouse,18.0,15.74414504069443
5080,top,bra,12.0,10.662557635375945
5081,top,cap,8.5,9.920002444993004
5082,top,coat,13.5,9.969913823004449
5083,top,dress,14.0,12.581828391320265
5084,top,dungarees,6.5,10.08038617900941
5085,top,hat,6.5,9.570564441893836
5086,top,jeans,6.0,10.210517379773034
5087,top,mittens,5.0,8.634970938245589
5088,top,panties,6.0,8.87557550708907
5089,top,pants,8.0,9.749575186708118
5090,top,pullover,15.0,13.465661201636376
5091,top,pyjamas,8.0,9.430639833482655
5092,top,scarf,6.5,10.013365312457669
5093,top,shirt,18.0,15.748807330301174
5094,top,shoes,4.0,4.314451337638653
5095,top,shorts,11.5,12.17530753528246
5096,top,skirt,8.0,10.314846937960183
5097,top,socks,5.5,6.855786658053012
5098,top,suit,9.0,9.730601755859267
5099,top,sweater,15.0,14.25958561797299
5100,top,t-shirt,18.0,15.962061558392953
5101,top,tie,5.0,8.883635957249636
5102,top,top,9.185185185185183,10.384689032530911
5103,top,tracksuit,8.0,9.870752114253978
5104,tortoise,alligator,6.0,10.159399907522513
5105,tortoise,chameleon,6.0,10.396960933422978
5106,tortoise,cobra,3.5,8.511536582402515
5107,tortoise,crocodile,6.5,11.817768059019787
5108,tortoise,dinosaur,5.5,6.762686366791501
5109,tortoise,frog,3.5,9.432425127236176
5110,tortoise,gecko,6.5,9.28326735736869
5111,tortoise,iguana,8.0,14.674419426738812
5112,tortoise,lizard,10.0,12.9986442674494
5113,tortoise,python,4.5,9.138961466908555
5114,tortoise,salamander,5.0,9.202260993791219
5115,tortoise,snake,5.0,9.971317855221095
5116,tortoise,toad,3.5,10.353165816202399
5117,tortoise,tortoise,6.166666666666667,10.522597265183839
5118,tortoise,turtle,15.0,17.00257742197344
5119,tortoise,viper,4.0,8.13356739570851
5120,towel,apron,11.0,9.111976657694642
5121,towel,bottle,2.0,3.4407907892076177
5122,towel,bowl,2.5,7.017841303491218
5123,towel,colander,2.5,6.871626491033409
5124,towel,fork,2.0,4.734113334774676
5125,towel,fridge,1.5,0.11062221680229965
5126,towel,glass,2.0,4.62495925310105
5127,towel,grater,2.0,7.327968238069803
5128,towel,kettle,2.0,5.837942409969618
5129,towel,knife,2.0,4.604882566272976
5130,towel,mixer,2.5,5.669275766329744
5131,towel,mug,2.0,6.26097592254526
5132,towel,nutcracker,2.0,4.243437861188989
5133,towel,oven,1.5,0.774538886932236
5134,towel,pan,2.0,6.516163194598426
5135,towel,percolator,2.0,4.349320383424356
5136,towel,plate,2.0,5.18646998961487
5137,towel,pot,2.0,6.049676283212334
5138,towel,scale,2.5,4.352475634737964
5139,towel,scissors,2.0,4.354739350371644
5140,towel,sieve,3.0,7.410587241784114
