Argument 1-Premise 1,Argument 1-Premise 2,Argument 1-Conclusion,Argument 2-Premise 1,Argument 2-Premise 2,Argument 2-Conclusion,Argument 2 Chosen,participant_id
parakeet,,canary,canary,,parakeet,1,559ffa9bfdf99b0ad674856a
wolf,,fox,fox,,wolf,1,559ffa9bfdf99b0ad674856a
banjo,,guitar,guitar,,banjo,0,559ffa9bfdf99b0ad674856a
swan,,duck,duck,,swan,0,559ffa9bfdf99b0ad674856a
flute,,pan flute,pan flute,,flute,1,5e37fb7f1719dd000b3f5c42
zebra,,horse,horse,,zebra,0,5e37fb7f1719dd000b3f5c42
machine gun,,pistol,pistol,,machine gun,1,5e37fb7f1719dd000b3f5c42
saxophone,,trumpet,trumpet,,saxophone,0,5e37fb7f1719dd000b3f5c42
go-cart,,car,car,,go-cart,0,5e37fb7f1719dd000b3f5c42
airplane,,helicopter,helicopter,,airplane,1,5e37fb7f1719dd000b3f5c42
tiger,,cat,cat,,tiger,1,5e37fb7f1719dd000b3f5c42
zebra,,donkey,donkey,,zebra,0,5e37fb7f1719dd000b3f5c42
whale,,orca,orca,,whale,0,5e37fb7f1719dd000b3f5c42
wasp,,bee,bee,,wasp,0,5e37fb7f1719dd000b3f5c42
rooster,,chicken,chicken,,rooster,0,5e37fb7f1719dd000b3f5c42
mouse,,hamster,hamster,,mouse,1,5e37fb7f1719dd000b3f5c42
parakeet,,canary,canary,,parakeet,0,5e37fb7f1719dd000b3f5c42
cello,,violin,violin,,cello,0,5e37fb7f1719dd000b3f5c42
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,1,5e37fb7f1719dd000b3f5c42
organ,,synthesizer,synthesizer,,organ,1,5e37fb7f1719dd000b3f5c42
piano,,synthesizer,synthesizer,,piano,1,5e37fb7f1719dd000b3f5c42
falcon,,eagle,eagle,,falcon,0,5e37fb7f1719dd000b3f5c42
turtle,,tortoise,tortoise,,turtle,0,5e37fb7f1719dd000b3f5c42
stork,,heron,heron,,stork,1,5e37fb7f1719dd000b3f5c42
pants,,jeans,jeans,,pants,0,5e37fb7f1719dd000b3f5c42
bass guitar,,guitar,guitar,,bass guitar,0,5e37fb7f1719dd000b3f5c42
trombone,,trumpet,trumpet,,trombone,0,5e37fb7f1719dd000b3f5c42
sparrow,,robin,robin,,sparrow,1,5e37fb7f1719dd000b3f5c42
train,,subway train,subway train,,train,1,5e37fb7f1719dd000b3f5c42
wolf,,dog,dog,,wolf,0,5e37fb7f1719dd000b3f5c42
whale,,sperm whale,sperm whale,,whale,1,5e37fb7f1719dd000b3f5c42
submarine,,boat,boat,,submarine,0,5e37fb7f1719dd000b3f5c42
fruit fly,,fly,fly,,fruit fly,0,5e37fb7f1719dd000b3f5c42
horse,,donkey,donkey,,horse,1,5e37fb7f1719dd000b3f5c42
sardine,,anchovy,anchovy,,sardine,1,5e37fb7f1719dd000b3f5c42
turkey,,chicken,chicken,,turkey,0,5e37fb7f1719dd000b3f5c42
bumblebee,,bee,bee,,bumblebee,0,5e37fb7f1719dd000b3f5c42
wasp,,bumblebee,bumblebee,,wasp,0,5e37fb7f1719dd000b3f5c42
sparrow,,chickadee,chickadee,,sparrow,1,5e37fb7f1719dd000b3f5c42
wasp,,bee,bee,,wasp,0,5e1f7b2a4c9b832b34e7c9d3
zebra,,donkey,donkey,,zebra,0,5e1f7b2a4c9b832b34e7c9d3
blouse,,shirt,shirt,,blouse,0,5e1f7b2a4c9b832b34e7c9d3
vulture,,eagle,eagle,,vulture,1,5e1f7b2a4c9b832b34e7c9d3
rooster,,chicken,chicken,,rooster,0,5e1f7b2a4c9b832b34e7c9d3
swan,,duck,duck,,swan,0,5e1f7b2a4c9b832b34e7c9d3
flute,,pan flute,pan flute,,flute,1,5e1f7b2a4c9b832b34e7c9d3
axe,,knife,knife,,axe,0,5e1f7b2a4c9b832b34e7c9d3
piano,,synthesizer,synthesizer,,piano,1,5e1f7b2a4c9b832b34e7c9d3
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,0,5e1f7b2a4c9b832b34e7c9d3
sparrow,,robin,robin,,sparrow,0,5e1f7b2a4c9b832b34e7c9d3
fruit fly,,fly,fly,,fruit fly,0,5e1f7b2a4c9b832b34e7c9d3
turkey,,chicken,chicken,,turkey,0,5e1f7b2a4c9b832b34e7c9d3
sparrow,,chickadee,chickadee,,sparrow,1,5e1f7b2a4c9b832b34e7c9d3
saxophone,,trumpet,trumpet,,saxophone,0,5e1f7b2a4c9b832b34e7c9d3
whale,,orca,orca,,whale,1,5e1f7b2a4c9b832b34e7c9d3
truck,,car,car,,truck,0,5e1f7b2a4c9b832b34e7c9d3
horse,,donkey,donkey,,horse,1,5e1f7b2a4c9b832b34e7c9d3
train,,subway train,subway train,,train,1,5e1f7b2a4c9b832b34e7c9d3
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,1,5e1f7b2a4c9b832b34e7c9d3
organ,,piano,piano,,organ,0,5e1f7b2a4c9b832b34e7c9d3
snake,,boa,boa,,snake,1,5e1f7b2a4c9b832b34e7c9d3
organ,,synthesizer,synthesizer,,organ,1,5e1f7b2a4c9b832b34e7c9d3
wolf,,fox,fox,,wolf,1,5e1f7b2a4c9b832b34e7c9d3
recorder,,clarinet,clarinet,,recorder,0,5e1f7b2a4c9b832b34e7c9d3
wolf,,dog,dog,,wolf,0,5e1f7b2a4c9b832b34e7c9d3
submarine,,boat,boat,,submarine,0,5e1f7b2a4c9b832b34e7c9d3
falcon,,eagle,eagle,,falcon,0,5e1f7b2a4c9b832b34e7c9d3
stork,,heron,heron,,stork,1,5e1f7b2a4c9b832b34e7c9d3
tiger,,lion,lion,,tiger,0,5e1f7b2a4c9b832b34e7c9d3
turtle,,tortoise,tortoise,,turtle,1,5e1f7b2a4c9b832b34e7c9d3
cello,,double bass,double bass,,cello,1,5e1f7b2a4c9b832b34e7c9d3
trombone,,trumpet,trumpet,,trombone,0,5e1f7b2a4c9b832b34e7c9d3
wasp,,bumblebee,bumblebee,,wasp,0,5e1f7b2a4c9b832b34e7c9d3
bass guitar,,guitar,guitar,,bass guitar,0,5e1f7b2a4c9b832b34e7c9d3
wolf,,dog,dog,,wolf,1,5d0c90dc3382180015624ad9
parakeet,,canary,canary,,parakeet,0,5d0c90dc3382180015624ad9
go-cart,,car,car,,go-cart,0,5d0c90dc3382180015624ad9
rooster,,chicken,chicken,,rooster,1,5d0c90dc3382180015624ad9
tiger,,cat,cat,,tiger,0,5d0c90dc3382180015624ad9
horse,,donkey,donkey,,horse,0,5d0c90dc3382180015624ad9
falcon,,eagle,eagle,,falcon,0,5d0c90dc3382180015624ad9
fruit fly,,fly,fly,,fruit fly,1,5d0c90dc3382180015624ad9
swan,,duck,duck,,swan,1,5d0c90dc3382180015624ad9
turkey,,chicken,chicken,,turkey,1,5d0c90dc3382180015624ad9
pants,,jeans,jeans,,pants,0,5d0c90dc3382180015624ad9
wasp,,bee,bee,,wasp,0,5d0c90dc3382180015624ad9
vulture,,eagle,eagle,,vulture,0,5d0c90dc3382180015624ad9
truck,,car,car,,truck,0,5d0c90dc3382180015624ad9
blouse,,shirt,shirt,,blouse,1,5d0c90dc3382180015624ad9
rifle,,pistol,pistol,,rifle,1,5d0c90dc3382180015624ad9
cello,,violin,violin,,cello,1,5d0c90dc3382180015624ad9
axe,,knife,knife,,axe,0,5d0c90dc3382180015624ad9
whale,,orca,orca,,whale,0,5d0c90dc3382180015624ad9
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,0,5d0c90dc3382180015624ad9
sparrow,,chickadee,chickadee,,sparrow,0,5d0c90dc3382180015624ad9
stork,,heron,heron,,stork,0,5d0c90dc3382180015624ad9
organ,,piano,piano,,organ,0,5d0c90dc3382180015624ad9
piano,,synthesizer,synthesizer,,piano,0,5d0c90dc3382180015624ad9
mouse,,hamster,hamster,,mouse,1,5d0c90dc3382180015624ad9
whale,,sperm whale,sperm whale,,whale,0,5d0c90dc3382180015624ad9
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,0,5d0c90dc3382180015624ad9
flute,,pan flute,pan flute,,flute,1,5d0c90dc3382180015624ad9
zebra,,horse,horse,,zebra,0,5d0c90dc3382180015624ad9
trombone,,trumpet,trumpet,,trombone,0,5d0c90dc3382180015624ad9
tiger,,lion,lion,,tiger,0,5d0c90dc3382180015624ad9
machine gun,,pistol,pistol,,machine gun,1,5d0c90dc3382180015624ad9
submarine,,boat,boat,,submarine,1,5d0c90dc3382180015624ad9
bass guitar,,guitar,guitar,,bass guitar,1,5d0c90dc3382180015624ad9
train,,subway train,subway train,,train,1,5d0c90dc3382180015624ad9
airplane,,helicopter,helicopter,,airplane,1,644024b5ad69ecb3872c8680
zebra,,horse,horse,,zebra,0,644024b5ad69ecb3872c8680
wolf,,dog,dog,,wolf,0,644024b5ad69ecb3872c8680
cello,,violin,violin,,cello,0,644024b5ad69ecb3872c8680
train,,subway train,subway train,,train,1,644024b5ad69ecb3872c8680
whale,,sperm whale,sperm whale,,whale,1,644024b5ad69ecb3872c8680
truck,,car,car,,truck,0,644024b5ad69ecb3872c8680
rooster,,chicken,chicken,,rooster,0,644024b5ad69ecb3872c8680
organ,,piano,piano,,organ,0,644024b5ad69ecb3872c8680
wasp,,bee,bee,,wasp,0,644024b5ad69ecb3872c8680
turkey,,chicken,chicken,,turkey,1,644024b5ad69ecb3872c8680
go-cart,,car,car,,go-cart,0,644024b5ad69ecb3872c8680
fruit fly,,fly,fly,,fruit fly,0,644024b5ad69ecb3872c8680
machine gun,,pistol,pistol,,machine gun,0,644024b5ad69ecb3872c8680
banjo,,guitar,guitar,,banjo,0,644024b5ad69ecb3872c8680
piano,,synthesizer,synthesizer,,piano,1,644024b5ad69ecb3872c8680
stork,,heron,heron,,stork,0,644024b5ad69ecb3872c8680
bumblebee,,bee,bee,,bumblebee,0,644024b5ad69ecb3872c8680
axe,,knife,knife,,axe,0,644024b5ad69ecb3872c8680
recorder,,clarinet,clarinet,,recorder,1,644024b5ad69ecb3872c8680
whale,,orca,orca,,whale,1,644024b5ad69ecb3872c8680
wasp,,bumblebee,bumblebee,,wasp,1,644024b5ad69ecb3872c8680
vulture,,eagle,eagle,,vulture,0,644024b5ad69ecb3872c8680
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,1,644024b5ad69ecb3872c8680
flute,,pan flute,pan flute,,flute,1,644024b5ad69ecb3872c8680
swan,,duck,duck,,swan,0,644024b5ad69ecb3872c8680
wolf,,fox,fox,,wolf,0,644024b5ad69ecb3872c8680
turtle,,tortoise,tortoise,,turtle,1,644024b5ad69ecb3872c8680
parakeet,,canary,canary,,parakeet,0,644024b5ad69ecb3872c8680
submarine,,boat,boat,,submarine,0,644024b5ad69ecb3872c8680
sparrow,,chickadee,chickadee,,sparrow,1,644024b5ad69ecb3872c8680
bass guitar,,guitar,guitar,,bass guitar,0,644024b5ad69ecb3872c8680
organ,,synthesizer,synthesizer,,organ,1,644024b5ad69ecb3872c8680
pants,,jeans,jeans,,pants,0,644024b5ad69ecb3872c8680
horse,,donkey,donkey,,horse,1,644024b5ad69ecb3872c8680
train,,subway train,subway train,,train,0,596e1cc639e9d00001b7bb84
submarine,,boat,boat,,submarine,0,596e1cc639e9d00001b7bb84
wolf,,fox,fox,,wolf,1,596e1cc639e9d00001b7bb84
parakeet,,canary,canary,,parakeet,1,596e1cc639e9d00001b7bb84
fruit fly,,fly,fly,,fruit fly,0,596e1cc639e9d00001b7bb84
cello,,violin,violin,,cello,1,596e1cc639e9d00001b7bb84
crocodile,,alligator,alligator,,crocodile,1,596e1cc639e9d00001b7bb84
snake,,boa,boa,,snake,0,596e1cc639e9d00001b7bb84
go-cart,,car,car,,go-cart,0,596e1cc639e9d00001b7bb84
tiger,,lion,lion,,tiger,0,596e1cc639e9d00001b7bb84
piano,,synthesizer,synthesizer,,piano,1,596e1cc639e9d00001b7bb84
horse,,donkey,donkey,,horse,1,596e1cc639e9d00001b7bb84
flute,,pan flute,pan flute,,flute,1,596e1cc639e9d00001b7bb84
organ,,synthesizer,synthesizer,,organ,1,596e1cc639e9d00001b7bb84
organ,,piano,piano,,organ,1,596e1cc639e9d00001b7bb84
blouse,,shirt,shirt,,blouse,0,596e1cc639e9d00001b7bb84
machine gun,,pistol,pistol,,machine gun,1,596e1cc639e9d00001b7bb84
turtle,,tortoise,tortoise,,turtle,1,596e1cc639e9d00001b7bb84
mouse,,hamster,hamster,,mouse,1,596e1cc639e9d00001b7bb84
bumblebee,,bee,bee,,bumblebee,0,596e1cc639e9d00001b7bb84
falcon,,eagle,eagle,,falcon,0,596e1cc639e9d00001b7bb84
sardine,,anchovy,anchovy,,sardine,1,596e1cc639e9d00001b7bb84
banjo,,guitar,guitar,,banjo,0,596e1cc639e9d00001b7bb84
recorder,,clarinet,clarinet,,recorder,1,596e1cc639e9d00001b7bb84
bass guitar,,guitar,guitar,,bass guitar,0,596e1cc639e9d00001b7bb84
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,0,596e1cc639e9d00001b7bb84
vulture,,eagle,eagle,,vulture,1,596e1cc639e9d00001b7bb84
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,1,596e1cc639e9d00001b7bb84
whale,,orca,orca,,whale,1,596e1cc639e9d00001b7bb84
sparrow,,chickadee,chickadee,,sparrow,1,596e1cc639e9d00001b7bb84
wolf,,dog,dog,,wolf,1,596e1cc639e9d00001b7bb84
trombone,,trumpet,trumpet,,trombone,1,596e1cc639e9d00001b7bb84
zebra,,horse,horse,,zebra,0,596e1cc639e9d00001b7bb84
zebra,,donkey,donkey,,zebra,1,596e1cc639e9d00001b7bb84
cello,,double bass,double bass,,cello,0,596e1cc639e9d00001b7bb84
bass guitar,,guitar,guitar,,bass guitar,0,60d2c59451b12e36fb281477
fruit fly,,fly,fly,,fruit fly,0,60d2c59451b12e36fb281477
turkey,,chicken,chicken,,turkey,0,60d2c59451b12e36fb281477
zebra,,donkey,donkey,,zebra,0,60d2c59451b12e36fb281477
truck,,car,car,,truck,0,60d2c59451b12e36fb281477
falcon,,eagle,eagle,,falcon,0,60d2c59451b12e36fb281477
sardine,,anchovy,anchovy,,sardine,1,60d2c59451b12e36fb281477
wolf,,dog,dog,,wolf,0,60d2c59451b12e36fb281477
go-cart,,car,car,,go-cart,0,60d2c59451b12e36fb281477
zebra,,horse,horse,,zebra,0,60d2c59451b12e36fb281477
whale,,sperm whale,sperm whale,,whale,1,60d2c59451b12e36fb281477
cello,,violin,violin,,cello,0,60d2c59451b12e36fb281477
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,1,60d2c59451b12e36fb281477
pants,,jeans,jeans,,pants,1,60d2c59451b12e36fb281477
sparrow,,chickadee,chickadee,,sparrow,1,60d2c59451b12e36fb281477
airplane,,helicopter,helicopter,,airplane,1,60d2c59451b12e36fb281477
parakeet,,canary,canary,,parakeet,0,60d2c59451b12e36fb281477
organ,,synthesizer,synthesizer,,organ,1,60d2c59451b12e36fb281477
swan,,duck,duck,,swan,1,60d2c59451b12e36fb281477
wolf,,fox,fox,,wolf,1,60d2c59451b12e36fb281477
whale,,orca,orca,,whale,1,60d2c59451b12e36fb281477
submarine,,boat,boat,,submarine,0,60d2c59451b12e36fb281477
piano,,synthesizer,synthesizer,,piano,1,60d2c59451b12e36fb281477
mouse,,hamster,hamster,,mouse,1,60d2c59451b12e36fb281477
machine gun,,pistol,pistol,,machine gun,0,60d2c59451b12e36fb281477
organ,,piano,piano,,organ,0,60d2c59451b12e36fb281477
sparrow,,robin,robin,,sparrow,0,60d2c59451b12e36fb281477
flute,,pan flute,pan flute,,flute,1,60d2c59451b12e36fb281477
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,0,60d2c59451b12e36fb281477
turtle,,tortoise,tortoise,,turtle,1,60d2c59451b12e36fb281477
horse,,donkey,donkey,,horse,1,60d2c59451b12e36fb281477
tiger,,lion,lion,,tiger,0,60d2c59451b12e36fb281477
stork,,heron,heron,,stork,1,60d2c59451b12e36fb281477
blouse,,shirt,shirt,,blouse,0,60d2c59451b12e36fb281477
vulture,,eagle,eagle,,vulture,0,60d2c59451b12e36fb281477
truck,,car,car,,truck,1,6525684f0a285b2386b10497
piano,,synthesizer,synthesizer,,piano,0,6525684f0a285b2386b10497
sparrow,,chickadee,chickadee,,sparrow,1,6525684f0a285b2386b10497
wolf,,fox,fox,,wolf,1,6525684f0a285b2386b10497
organ,,synthesizer,synthesizer,,organ,1,6525684f0a285b2386b10497
zebra,,horse,horse,,zebra,0,6525684f0a285b2386b10497
zebra,,donkey,donkey,,zebra,1,6525684f0a285b2386b10497
snake,,boa,boa,,snake,1,6525684f0a285b2386b10497
train,,subway train,subway train,,train,0,6525684f0a285b2386b10497
whale,,sperm whale,sperm whale,,whale,0,6525684f0a285b2386b10497
banjo,,guitar,guitar,,banjo,0,6525684f0a285b2386b10497
swan,,duck,duck,,swan,0,6525684f0a285b2386b10497
recorder,,clarinet,clarinet,,recorder,0,6525684f0a285b2386b10497
flute,,pan flute,pan flute,,flute,0,6525684f0a285b2386b10497
wolf,,dog,dog,,wolf,1,6525684f0a285b2386b10497
falcon,,eagle,eagle,,falcon,0,6525684f0a285b2386b10497
turtle,,tortoise,tortoise,,turtle,0,6525684f0a285b2386b10497
axe,,knife,knife,,axe,1,6525684f0a285b2386b10497
horse,,donkey,donkey,,horse,1,6525684f0a285b2386b10497
rifle,,pistol,pistol,,rifle,1,6525684f0a285b2386b10497
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,0,6525684f0a285b2386b10497
tiger,,lion,lion,,tiger,1,6525684f0a285b2386b10497
cello,,double bass,double bass,,cello,0,6525684f0a285b2386b10497
airplane,,helicopter,helicopter,,airplane,0,6525684f0a285b2386b10497
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,1,6525684f0a285b2386b10497
crocodile,,alligator,alligator,,crocodile,1,6525684f0a285b2386b10497
bumblebee,,bee,bee,,bumblebee,0,6525684f0a285b2386b10497
vulture,,eagle,eagle,,vulture,0,6525684f0a285b2386b10497
fruit fly,,fly,fly,,fruit fly,1,6525684f0a285b2386b10497
whale,,orca,orca,,whale,1,6525684f0a285b2386b10497
go-cart,,car,car,,go-cart,0,6525684f0a285b2386b10497
organ,,piano,piano,,organ,1,6525684f0a285b2386b10497
mouse,,hamster,hamster,,mouse,0,6525684f0a285b2386b10497
stork,,heron,heron,,stork,0,6525684f0a285b2386b10497
tiger,,cat,cat,,tiger,1,6525684f0a285b2386b10497
blouse,,shirt,shirt,,blouse,0,5d1a69d8f97a18001977e0d7
zebra,,horse,horse,,zebra,0,5d1a69d8f97a18001977e0d7
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,0,5d1a69d8f97a18001977e0d7
vulture,,eagle,eagle,,vulture,0,5d1a69d8f97a18001977e0d7
sparrow,,chickadee,chickadee,,sparrow,1,5d1a69d8f97a18001977e0d7
crocodile,,alligator,alligator,,crocodile,0,5d1a69d8f97a18001977e0d7
stork,,heron,heron,,stork,1,5d1a69d8f97a18001977e0d7
turtle,,tortoise,tortoise,,turtle,1,5d1a69d8f97a18001977e0d7
bumblebee,,bee,bee,,bumblebee,0,5d1a69d8f97a18001977e0d7
tiger,,lion,lion,,tiger,0,5d1a69d8f97a18001977e0d7
rifle,,pistol,pistol,,rifle,1,5d1a69d8f97a18001977e0d7
axe,,knife,knife,,axe,0,5d1a69d8f97a18001977e0d7
wasp,,bumblebee,bumblebee,,wasp,1,5d1a69d8f97a18001977e0d7
banjo,,guitar,guitar,,banjo,0,5d1a69d8f97a18001977e0d7
wolf,,fox,fox,,wolf,1,5d1a69d8f97a18001977e0d7
sardine,,anchovy,anchovy,,sardine,1,5d1a69d8f97a18001977e0d7
snake,,boa,boa,,snake,1,5d1a69d8f97a18001977e0d7
parakeet,,canary,canary,,parakeet,0,5d1a69d8f97a18001977e0d7
recorder,,clarinet,clarinet,,recorder,0,5d1a69d8f97a18001977e0d7
fruit fly,,fly,fly,,fruit fly,0,5d1a69d8f97a18001977e0d7
saxophone,,trumpet,trumpet,,saxophone,0,5d1a69d8f97a18001977e0d7
organ,,synthesizer,synthesizer,,organ,1,5d1a69d8f97a18001977e0d7
sparrow,,robin,robin,,sparrow,1,5d1a69d8f97a18001977e0d7
truck,,car,car,,truck,0,5d1a69d8f97a18001977e0d7
piano,,synthesizer,synthesizer,,piano,1,5d1a69d8f97a18001977e0d7
flute,,pan flute,pan flute,,flute,1,5d1a69d8f97a18001977e0d7
cello,,violin,violin,,cello,0,5d1a69d8f97a18001977e0d7
pants,,jeans,jeans,,pants,1,5d1a69d8f97a18001977e0d7
wolf,,dog,dog,,wolf,0,5d1a69d8f97a18001977e0d7
whale,,orca,orca,,whale,1,5d1a69d8f97a18001977e0d7
trombone,,trumpet,trumpet,,trombone,0,5d1a69d8f97a18001977e0d7
falcon,,eagle,eagle,,falcon,0,5d1a69d8f97a18001977e0d7
whale,,sperm whale,sperm whale,,whale,1,5d1a69d8f97a18001977e0d7
turkey,,chicken,chicken,,turkey,0,5d1a69d8f97a18001977e0d7
machine gun,,pistol,pistol,,machine gun,0,5d1a69d8f97a18001977e0d7
snake,,boa,boa,,snake,1,5b77435f13c3580001b63f26 
organ,,synthesizer,synthesizer,,organ,1,5b77435f13c3580001b63f26 
turkey,,chicken,chicken,,turkey,1,5b77435f13c3580001b63f26 
parakeet,,canary,canary,,parakeet,1,5b77435f13c3580001b63f26 
piano,,synthesizer,synthesizer,,piano,0,5b77435f13c3580001b63f26 
whale,,sperm whale,sperm whale,,whale,1,5b77435f13c3580001b63f26 
cello,,violin,violin,,cello,1,5b77435f13c3580001b63f26 
sparrow,,robin,robin,,sparrow,0,5b77435f13c3580001b63f26 
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,1,5b77435f13c3580001b63f26 
turtle,,tortoise,tortoise,,turtle,0,5b77435f13c3580001b63f26 
pants,,jeans,jeans,,pants,1,5b77435f13c3580001b63f26 
flute,,pan flute,pan flute,,flute,0,5b77435f13c3580001b63f26 
bumblebee,,bee,bee,,bumblebee,1,5b77435f13c3580001b63f26 
zebra,,donkey,donkey,,zebra,1,5b77435f13c3580001b63f26 
machine gun,,pistol,pistol,,machine gun,1,5b77435f13c3580001b63f26 
submarine,,boat,boat,,submarine,0,5b77435f13c3580001b63f26 
fruit fly,,fly,fly,,fruit fly,0,5b77435f13c3580001b63f26 
bass guitar,,guitar,guitar,,bass guitar,0,5b77435f13c3580001b63f26 
vulture,,eagle,eagle,,vulture,0,5b77435f13c3580001b63f26 
whale,,orca,orca,,whale,1,5b77435f13c3580001b63f26 
zebra,,horse,horse,,zebra,0,5b77435f13c3580001b63f26 
cello,,double bass,double bass,,cello,1,5b77435f13c3580001b63f26 
wolf,,dog,dog,,wolf,0,5b77435f13c3580001b63f26 
stork,,heron,heron,,stork,0,5b77435f13c3580001b63f26 
sparrow,,chickadee,chickadee,,sparrow,1,5b77435f13c3580001b63f26 
wasp,,bumblebee,bumblebee,,wasp,0,5b77435f13c3580001b63f26 
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,0,5b77435f13c3580001b63f26 
trombone,,trumpet,trumpet,,trombone,0,5b77435f13c3580001b63f26 
banjo,,guitar,guitar,,banjo,0,5b77435f13c3580001b63f26 
wolf,,fox,fox,,wolf,1,5b77435f13c3580001b63f26 
wasp,,bee,bee,,wasp,1,5b77435f13c3580001b63f26 
rifle,,pistol,pistol,,rifle,1,5b77435f13c3580001b63f26 
rooster,,chicken,chicken,,rooster,1,5b77435f13c3580001b63f26 
horse,,donkey,donkey,,horse,1,5b77435f13c3580001b63f26 
train,,subway train,subway train,,train,1,5b77435f13c3580001b63f26 
recorder,,clarinet,clarinet,,recorder,0,654cec9d03f822b4b2b4133a
train,,subway train,subway train,,train,1,654cec9d03f822b4b2b4133a
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,0,654cec9d03f822b4b2b4133a
sardine,,anchovy,anchovy,,sardine,1,654cec9d03f822b4b2b4133a
banjo,,guitar,guitar,,banjo,0,654cec9d03f822b4b2b4133a
cello,,double bass,double bass,,cello,1,654cec9d03f822b4b2b4133a
organ,,synthesizer,synthesizer,,organ,1,654cec9d03f822b4b2b4133a
wolf,,fox,fox,,wolf,1,654cec9d03f822b4b2b4133a
tiger,,lion,lion,,tiger,1,654cec9d03f822b4b2b4133a
vulture,,eagle,eagle,,vulture,0,654cec9d03f822b4b2b4133a
rooster,,chicken,chicken,,rooster,0,654cec9d03f822b4b2b4133a
bumblebee,,bee,bee,,bumblebee,0,654cec9d03f822b4b2b4133a
horse,,donkey,donkey,,horse,1,654cec9d03f822b4b2b4133a
whale,,sperm whale,sperm whale,,whale,1,654cec9d03f822b4b2b4133a
submarine,,boat,boat,,submarine,0,654cec9d03f822b4b2b4133a
wasp,,bumblebee,bumblebee,,wasp,0,654cec9d03f822b4b2b4133a
swan,,duck,duck,,swan,0,654cec9d03f822b4b2b4133a
falcon,,eagle,eagle,,falcon,0,654cec9d03f822b4b2b4133a
turkey,,chicken,chicken,,turkey,0,654cec9d03f822b4b2b4133a
zebra,,donkey,donkey,,zebra,0,654cec9d03f822b4b2b4133a
cello,,violin,violin,,cello,0,654cec9d03f822b4b2b4133a
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,1,654cec9d03f822b4b2b4133a
organ,,piano,piano,,organ,0,654cec9d03f822b4b2b4133a
stork,,heron,heron,,stork,1,654cec9d03f822b4b2b4133a
pants,,jeans,jeans,,pants,1,654cec9d03f822b4b2b4133a
trombone,,trumpet,trumpet,,trombone,0,654cec9d03f822b4b2b4133a
piano,,synthesizer,synthesizer,,piano,1,654cec9d03f822b4b2b4133a
blouse,,shirt,shirt,,blouse,0,654cec9d03f822b4b2b4133a
crocodile,,alligator,alligator,,crocodile,1,654cec9d03f822b4b2b4133a
rifle,,pistol,pistol,,rifle,0,654cec9d03f822b4b2b4133a
wasp,,bee,bee,,wasp,0,654cec9d03f822b4b2b4133a
sparrow,,chickadee,chickadee,,sparrow,1,654cec9d03f822b4b2b4133a
go-cart,,car,car,,go-cart,0,654cec9d03f822b4b2b4133a
parakeet,,canary,canary,,parakeet,0,654cec9d03f822b4b2b4133a
bass guitar,,guitar,guitar,,bass guitar,0,654cec9d03f822b4b2b4133a
bass guitar,,guitar,guitar,,bass guitar,0,60a0b744298c64d46b63e893
whale,,sperm whale,sperm whale,,whale,1,60a0b744298c64d46b63e893
stork,,heron,heron,,stork,1,60a0b744298c64d46b63e893
sparrow,,robin,robin,,sparrow,1,60a0b744298c64d46b63e893
piano,,synthesizer,synthesizer,,piano,1,60a0b744298c64d46b63e893
turkey,,chicken,chicken,,turkey,0,60a0b744298c64d46b63e893
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,1,60a0b744298c64d46b63e893
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,1,60a0b744298c64d46b63e893
saxophone,,trumpet,trumpet,,saxophone,0,60a0b744298c64d46b63e893
zebra,,horse,horse,,zebra,0,60a0b744298c64d46b63e893
organ,,synthesizer,synthesizer,,organ,1,60a0b744298c64d46b63e893
blouse,,shirt,shirt,,blouse,0,60a0b744298c64d46b63e893
fruit fly,,fly,fly,,fruit fly,0,60a0b744298c64d46b63e893
tiger,,cat,cat,,tiger,0,60a0b744298c64d46b63e893
horse,,donkey,donkey,,horse,1,60a0b744298c64d46b63e893
vulture,,eagle,eagle,,vulture,0,60a0b744298c64d46b63e893
turtle,,tortoise,tortoise,,turtle,1,60a0b744298c64d46b63e893
trombone,,trumpet,trumpet,,trombone,0,60a0b744298c64d46b63e893
snake,,boa,boa,,snake,1,60a0b744298c64d46b63e893
cello,,violin,violin,,cello,0,60a0b744298c64d46b63e893
