,Premise 1,Conclusion 1,Distractor 1,Conclusion 2,Distractor 2,Participant Group,Conclusion 1 Chosen,Conclusion 2 Chosen,participant_id
867,car,motorbike,tram,train,bicycle,Distractor 2,True,False,5f3a7e7b3a55e009ff81175e
868,pelican,mouse,bus,airplane,hamster,Distractor 2,False,True,5f3a7e7b3a55e009ff81175e
869,robin,mouse,bus,airplane,hamster,Distractor 2,False,True,5f3a7e7b3a55e009ff81175e
870,pelican,polar bear,van,airplane,penguin,Distractor 2,False,False,5f3a7e7b3a55e009ff81175e
871,owl,cat,bus,airplane,lion,Distractor 2,False,True,5f3a7e7b3a55e009ff81175e
872,snake,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,5f3a7e7b3a55e009ff81175e
873,cat,hamster,zebra,horse,mouse,Distractor 2,True,False,5f3a7e7b3a55e009ff81175e
874,salmon,orca,horse,pig,whale,Distractor 2,False,False,5f3a7e7b3a55e009ff81175e
875,tank,truck,pistol,rifle,car,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
876,salmon,orca,horse,pig,whale,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
877,owl,polar bear,car,airplane,penguin,Distractor 1,False,True,63d13c076dd249ca3a6bffbb
878,robin,polar bear,car,airplane,penguin,Distractor 1,False,True,63d13c076dd249ca3a6bffbb
879,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,63d13c076dd249ca3a6bffbb
880,pelican,mouse,bus,airplane,hamster,Distractor 1,False,True,63d13c076dd249ca3a6bffbb
881,sparrow,mouse,bus,airplane,hamster,Distractor 1,False,True,63d13c076dd249ca3a6bffbb
882,blackbird,polar bear,car,airplane,penguin,Distractor 1,False,True,63d13c076dd249ca3a6bffbb
883,trout,shark,horse,pig,whale,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
884,salmon,shark,horse,pig,whale,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
885,tank,car,pistol,rifle,truck,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
886,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,True,63d13c076dd249ca3a6bffbb
887,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
888,blackbird,polar bear,bus,airplane,penguin,Distractor 1,False,True,63d13c076dd249ca3a6bffbb
889,cello,guitar,organ,piano,bass guitar,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
890,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
891,pelican,polar bear,bus,airplane,penguin,Distractor 1,False,True,63d13c076dd249ca3a6bffbb
892,trout,orca,horse,pig,whale,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
893,duck,pelican,horse,pig,seagull,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
894,owl,cat,bus,airplane,lion,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
895,snake,alligator,toad,frog,crocodile,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
896,trout,shark,horse,pig,dolphin,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
897,robin,mouse,bus,airplane,hamster,Distractor 1,False,True,63d13c076dd249ca3a6bffbb
898,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
899,crow,mouse,bus,airplane,hamster,Distractor 1,False,True,63d13c076dd249ca3a6bffbb
900,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
901,pelican,polar bear,van,airplane,penguin,Distractor 1,False,True,63d13c076dd249ca3a6bffbb
902,car,motorbike,tram,train,bicycle,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
903,blackbird,mouse,bus,airplane,hamster,Distractor 1,False,True,63d13c076dd249ca3a6bffbb
904,cobra,alligator,toad,frog,crocodile,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
905,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
906,owl,polar bear,bus,airplane,penguin,Distractor 1,False,True,63d13c076dd249ca3a6bffbb
907,blackbird,mouse,car,airplane,hamster,Distractor 1,False,True,63d13c076dd249ca3a6bffbb
908,robin,mouse,car,airplane,hamster,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
909,cobra,alligator,gecko,lizard,crocodile,Distractor 1,True,False,63d13c076dd249ca3a6bffbb
910,salmon,orca,horse,pig,whale,Distractor 2,True,False,641359b5040c453203e2c088
911,cat,hamster,zebra,horse,mouse,Distractor 2,True,False,641359b5040c453203e2c088
912,pelican,polar bear,bus,airplane,penguin,Distractor 2,False,False,641359b5040c453203e2c088
913,tank,truck,pistol,rifle,car,Distractor 2,True,False,641359b5040c453203e2c088
914,trout,sperm whale,horse,pig,whale,Distractor 2,False,False,641359b5040c453203e2c088
915,trout,shark,horse,pig,dolphin,Distractor 2,False,False,641359b5040c453203e2c088
916,owl,polar bear,car,airplane,penguin,Distractor 2,False,False,641359b5040c453203e2c088
917,trout,shark,horse,pig,whale,Distractor 2,True,False,641359b5040c453203e2c088
918,dolphin,whale,herring,cod,sperm whale,Distractor 2,True,False,641359b5040c453203e2c088
919,blackbird,mouse,bus,airplane,hamster,Distractor 2,False,True,641359b5040c453203e2c088
920,pelican,polar bear,van,airplane,penguin,Distractor 2,False,False,641359b5040c453203e2c088
921,snake,alligator,gecko,lizard,crocodile,Distractor 2,False,True,641359b5040c453203e2c088
922,salmon,shark,horse,pig,whale,Distractor 2,True,False,641359b5040c453203e2c088
923,salmon,sperm whale,horse,pig,whale,Distractor 2,False,False,641359b5040c453203e2c088
924,trout,orca,horse,pig,whale,Distractor 2,False,False,641359b5040c453203e2c088
925,duck,pelican,horse,cow,seagull,Distractor 2,True,False,641359b5040c453203e2c088
926,duck,pelican,horse,pig,seagull,Distractor 2,True,False,641359b5040c453203e2c088
927,snake,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,641359b5040c453203e2c088
928,owl,polar bear,bus,airplane,penguin,Distractor 2,False,False,641359b5040c453203e2c088
929,robin,mouse,bus,airplane,hamster,Distractor 2,True,False,641359b5040c453203e2c088
930,salmon,shark,sparrow,chicken,dolphin,Distractor 2,False,False,641359b5040c453203e2c088
931,cobra,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,641359b5040c453203e2c088
932,salmon,shark,horse,pig,dolphin,Distractor 2,False,False,641359b5040c453203e2c088
933,pelican,mouse,bus,airplane,hamster,Distractor 2,False,False,641359b5040c453203e2c088
934,cobra,alligator,toad,frog,crocodile,Distractor 2,False,False,641359b5040c453203e2c088
935,salmon,shark,sparrow,chicken,whale,Distractor 2,False,False,641359b5040c453203e2c088
936,blackbird,polar bear,car,airplane,penguin,Distractor 2,False,False,641359b5040c453203e2c088
937,tank,car,pistol,rifle,truck,Distractor 2,False,False,641359b5040c453203e2c088
938,robin,mouse,car,airplane,hamster,Distractor 2,False,False,641359b5040c453203e2c088
939,crow,mouse,bus,airplane,hamster,Distractor 2,True,False,641359b5040c453203e2c088
940,snake,alligator,toad,frog,crocodile,Distractor 2,False,False,641359b5040c453203e2c088
941,cello,guitar,organ,piano,bass guitar,Distractor 2,False,False,641359b5040c453203e2c088
942,blackbird,polar bear,bus,airplane,penguin,Distractor 2,False,True,641359b5040c453203e2c088
943,blackbird,mouse,car,airplane,hamster,Distractor 2,False,True,641359b5040c453203e2c088
944,cobra,alligator,gecko,lizard,crocodile,Distractor 2,False,True,641359b5040c453203e2c088
945,pelican,polar bear,bus,airplane,penguin,Distractor 1,True,False,63d455ba1597e5cf03740bec
946,owl,polar bear,bus,airplane,penguin,Distractor 1,True,False,63d455ba1597e5cf03740bec
947,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,True,63d455ba1597e5cf03740bec
948,robin,mouse,car,airplane,hamster,Distractor 1,True,False,63d455ba1597e5cf03740bec
949,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,63d455ba1597e5cf03740bec
950,salmon,orca,horse,pig,whale,Distractor 1,True,False,63d455ba1597e5cf03740bec
951,owl,cat,bus,airplane,lion,Distractor 1,True,False,63d455ba1597e5cf03740bec
952,blackbird,polar bear,bus,airplane,penguin,Distractor 1,True,False,63d455ba1597e5cf03740bec
953,blackbird,polar bear,car,airplane,penguin,Distractor 1,True,False,63d455ba1597e5cf03740bec
954,trout,shark,horse,pig,dolphin,Distractor 1,True,False,63d455ba1597e5cf03740bec
955,pelican,mouse,bus,airplane,hamster,Distractor 1,True,False,63d455ba1597e5cf03740bec
956,robin,polar bear,car,airplane,penguin,Distractor 1,True,False,63d455ba1597e5cf03740bec
957,cat,hamster,zebra,horse,mouse,Distractor 1,True,False,63d455ba1597e5cf03740bec
958,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,63d455ba1597e5cf03740bec
959,snake,alligator,toad,frog,crocodile,Distractor 1,True,False,63d455ba1597e5cf03740bec
960,cobra,alligator,toad,frog,crocodile,Distractor 1,True,False,63d455ba1597e5cf03740bec
961,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,63d455ba1597e5cf03740bec
962,duck,pelican,horse,pig,seagull,Distractor 1,True,False,63d455ba1597e5cf03740bec
963,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,63d455ba1597e5cf03740bec
964,trout,orca,horse,pig,whale,Distractor 1,True,False,63d455ba1597e5cf03740bec
965,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,63d455ba1597e5cf03740bec
966,snake,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,63d455ba1597e5cf03740bec
967,blackbird,mouse,car,airplane,hamster,Distractor 1,True,False,63d455ba1597e5cf03740bec
968,robin,mouse,bus,airplane,hamster,Distractor 1,True,False,63d455ba1597e5cf03740bec
969,snake,alligator,gecko,lizard,crocodile,Distractor 1,False,True,63d455ba1597e5cf03740bec
970,duck,pelican,horse,cow,seagull,Distractor 1,True,False,63d455ba1597e5cf03740bec
971,tank,car,pistol,rifle,truck,Distractor 1,True,False,63d455ba1597e5cf03740bec
972,salmon,shark,sparrow,chicken,whale,Distractor 1,True,False,63d455ba1597e5cf03740bec
973,trout,shark,horse,pig,whale,Distractor 1,True,False,63d455ba1597e5cf03740bec
974,cobra,alligator,gecko,lizard,crocodile,Distractor 1,False,True,63d455ba1597e5cf03740bec
975,salmon,shark,sparrow,chicken,dolphin,Distractor 1,True,False,63d455ba1597e5cf03740bec
976,sparrow,mouse,bus,airplane,hamster,Distractor 1,True,False,63d455ba1597e5cf03740bec
977,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,63d455ba1597e5cf03740bec
978,owl,polar bear,car,airplane,penguin,Distractor 1,True,False,63d455ba1597e5cf03740bec
979,blackbird,mouse,bus,airplane,hamster,Distractor 1,True,False,63d455ba1597e5cf03740bec
980,cello,guitar,organ,piano,bass guitar,Distractor 1,True,False,60d3867b6e7529fc77032b54
981,blackbird,polar bear,bus,airplane,penguin,Distractor 1,True,False,60d3867b6e7529fc77032b54
982,owl,polar bear,car,airplane,penguin,Distractor 1,True,False,60d3867b6e7529fc77032b54
983,robin,polar bear,car,airplane,penguin,Distractor 1,True,False,60d3867b6e7529fc77032b54
984,blackbird,polar bear,car,airplane,penguin,Distractor 1,True,False,60d3867b6e7529fc77032b54
985,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,60d3867b6e7529fc77032b54
986,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,60d3867b6e7529fc77032b54
987,snake,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,60d3867b6e7529fc77032b54
988,tank,truck,pistol,rifle,car,Distractor 1,True,False,60d3867b6e7529fc77032b54
989,blackbird,mouse,bus,airplane,hamster,Distractor 1,True,False,60d3867b6e7529fc77032b54
990,pelican,polar bear,van,airplane,penguin,Distractor 1,True,False,60d3867b6e7529fc77032b54
991,cobra,alligator,toad,frog,crocodile,Distractor 1,True,False,60d3867b6e7529fc77032b54
992,duck,pelican,horse,pig,seagull,Distractor 1,True,False,60d3867b6e7529fc77032b54
993,sparrow,mouse,bus,airplane,hamster,Distractor 1,True,False,60d3867b6e7529fc77032b54
994,blackbird,mouse,car,airplane,hamster,Distractor 1,True,False,60d3867b6e7529fc77032b54
995,cat,hamster,zebra,horse,mouse,Distractor 1,True,False,60d3867b6e7529fc77032b54
996,robin,mouse,bus,airplane,hamster,Distractor 1,True,False,60d3867b6e7529fc77032b54
997,salmon,shark,sparrow,chicken,whale,Distractor 1,True,False,60d3867b6e7529fc77032b54
998,trout,shark,horse,pig,dolphin,Distractor 1,True,False,60d3867b6e7529fc77032b54
999,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,60d3867b6e7529fc77032b54
1000,crow,mouse,bus,airplane,hamster,Distractor 1,True,False,60d3867b6e7529fc77032b54
1001,trout,shark,horse,pig,whale,Distractor 1,True,False,60d3867b6e7529fc77032b54
1002,salmon,orca,horse,pig,whale,Distractor 1,True,False,60d3867b6e7529fc77032b54
1003,snake,alligator,toad,frog,crocodile,Distractor 1,True,False,60d3867b6e7529fc77032b54
1004,duck,pelican,horse,cow,seagull,Distractor 1,True,False,60d3867b6e7529fc77032b54
1005,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,60d3867b6e7529fc77032b54
1006,snake,alligator,gecko,lizard,crocodile,Distractor 1,False,True,60d3867b6e7529fc77032b54
1007,trout,orca,horse,pig,whale,Distractor 1,True,False,60d3867b6e7529fc77032b54
1008,pelican,polar bear,bus,airplane,penguin,Distractor 1,True,False,60d3867b6e7529fc77032b54
1009,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,False,60d3867b6e7529fc77032b54
1010,robin,mouse,car,airplane,hamster,Distractor 1,True,False,60d3867b6e7529fc77032b54
1011,salmon,shark,sparrow,chicken,dolphin,Distractor 1,True,False,60d3867b6e7529fc77032b54
1012,pelican,mouse,bus,airplane,hamster,Distractor 1,True,False,60d3867b6e7529fc77032b54
1013,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,60d3867b6e7529fc77032b54
1014,owl,polar bear,bus,airplane,penguin,Distractor 1,True,False,60d3867b6e7529fc77032b54
1015,blackbird,polar bear,car,airplane,penguin,Distractor 1,False,True,61363ce02e6022a741d63a6e
1016,cobra,alligator,gecko,lizard,crocodile,Distractor 1,False,False,61363ce02e6022a741d63a6e
1017,blackbird,mouse,car,airplane,hamster,Distractor 1,False,True,61363ce02e6022a741d63a6e
1018,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,61363ce02e6022a741d63a6e
1019,tank,car,pistol,rifle,truck,Distractor 1,True,False,61363ce02e6022a741d63a6e
1020,pelican,mouse,bus,airplane,hamster,Distractor 1,False,True,61363ce02e6022a741d63a6e
1021,robin,mouse,bus,airplane,hamster,Distractor 1,True,False,61363ce02e6022a741d63a6e
1022,snake,alligator,toad,frog,crocodile,Distractor 1,True,False,61363ce02e6022a741d63a6e
1023,salmon,orca,horse,pig,whale,Distractor 1,True,False,61363ce02e6022a741d63a6e
1024,owl,cat,bus,airplane,lion,Distractor 1,False,True,61363ce02e6022a741d63a6e
1025,cello,guitar,organ,piano,bass guitar,Distractor 1,True,False,61363ce02e6022a741d63a6e
1026,robin,mouse,car,airplane,hamster,Distractor 1,True,False,61363ce02e6022a741d63a6e
1027,cobra,alligator,toad,frog,crocodile,Distractor 1,True,False,61363ce02e6022a741d63a6e
1028,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,61363ce02e6022a741d63a6e
1029,snake,alligator,gecko,lizard,crocodile,Distractor 1,False,True,61363ce02e6022a741d63a6e
1030,crow,mouse,bus,airplane,hamster,Distractor 1,False,True,61363ce02e6022a741d63a6e
1031,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,True,61363ce02e6022a741d63a6e
1032,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,61363ce02e6022a741d63a6e
1033,owl,polar bear,bus,airplane,penguin,Distractor 1,True,False,61363ce02e6022a741d63a6e
1034,salmon,shark,sparrow,chicken,whale,Distractor 1,True,False,61363ce02e6022a741d63a6e
1035,owl,polar bear,car,airplane,penguin,Distractor 1,False,True,61363ce02e6022a741d63a6e
1036,blackbird,polar bear,bus,airplane,penguin,Distractor 1,False,True,61363ce02e6022a741d63a6e
1037,salmon,shark,horse,pig,whale,Distractor 1,True,False,61363ce02e6022a741d63a6e
1038,trout,shark,horse,pig,whale,Distractor 1,True,False,61363ce02e6022a741d63a6e
1039,tank,truck,pistol,rifle,car,Distractor 1,True,False,61363ce02e6022a741d63a6e
1040,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,True,False,61363ce02e6022a741d63a6e
1041,sparrow,mouse,bus,airplane,hamster,Distractor 1,False,True,61363ce02e6022a741d63a6e
1042,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,61363ce02e6022a741d63a6e
1043,robin,polar bear,car,airplane,penguin,Distractor 1,False,True,61363ce02e6022a741d63a6e
1044,car,motorbike,tram,train,bicycle,Distractor 1,True,False,61363ce02e6022a741d63a6e
1045,snake,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,61363ce02e6022a741d63a6e
1046,blackbird,mouse,bus,airplane,hamster,Distractor 1,False,True,61363ce02e6022a741d63a6e
1047,cat,hamster,zebra,horse,mouse,Distractor 1,True,False,61363ce02e6022a741d63a6e
1048,trout,orca,horse,pig,whale,Distractor 1,True,False,61363ce02e6022a741d63a6e
1049,duck,pelican,horse,pig,seagull,Distractor 1,True,False,61363ce02e6022a741d63a6e
1050,blackbird,polar bear,bus,airplane,penguin,Distractor 2,False,False,64142db4208a2c5766778166
1051,duck,pelican,horse,pig,seagull,Distractor 2,True,False,64142db4208a2c5766778166
1052,sparrow,mouse,bus,airplane,hamster,Distractor 2,False,True,64142db4208a2c5766778166
1053,blackbird,mouse,bus,airplane,hamster,Distractor 2,False,True,64142db4208a2c5766778166
1054,robin,polar bear,car,airplane,penguin,Distractor 2,False,False,64142db4208a2c5766778166
1055,tank,car,pistol,rifle,truck,Distractor 2,False,False,64142db4208a2c5766778166
1056,owl,polar bear,car,airplane,penguin,Distractor 2,False,False,64142db4208a2c5766778166
1057,salmon,orca,horse,pig,whale,Distractor 2,False,False,64142db4208a2c5766778166
1058,cobra,alligator,gecko,lizard,crocodile,Distractor 2,False,True,64142db4208a2c5766778166
1059,snake,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,64142db4208a2c5766778166
1060,cobra,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,64142db4208a2c5766778166
1061,trout,shark,horse,pig,whale,Distractor 2,True,False,64142db4208a2c5766778166
1062,dolphin,whale,herring,cod,sperm whale,Distractor 2,False,False,64142db4208a2c5766778166
1063,car,motorbike,tram,train,bicycle,Distractor 2,True,False,64142db4208a2c5766778166
1064,trout,orca,horse,pig,whale,Distractor 2,True,False,64142db4208a2c5766778166
1065,robin,mouse,car,airplane,hamster,Distractor 2,False,True,64142db4208a2c5766778166
1066,owl,polar bear,bus,airplane,penguin,Distractor 2,False,False,64142db4208a2c5766778166
1067,salmon,shark,sparrow,chicken,whale,Distractor 2,True,False,64142db4208a2c5766778166
1068,cat,hamster,zebra,horse,mouse,Distractor 2,True,False,64142db4208a2c5766778166
1069,trout,shark,horse,pig,dolphin,Distractor 2,True,False,64142db4208a2c5766778166
1070,crow,mouse,bus,airplane,hamster,Distractor 2,False,True,64142db4208a2c5766778166
1071,blackbird,polar bear,car,airplane,penguin,Distractor 2,False,False,64142db4208a2c5766778166
1072,snake,alligator,gecko,lizard,crocodile,Distractor 2,False,True,64142db4208a2c5766778166
1073,pelican,polar bear,bus,airplane,penguin,Distractor 2,False,False,64142db4208a2c5766778166
1074,owl,cat,bus,airplane,lion,Distractor 2,True,False,64142db4208a2c5766778166
1075,cello,guitar,organ,piano,bass guitar,Distractor 2,False,False,64142db4208a2c5766778166
1076,tank,truck,pistol,rifle,car,Distractor 2,True,False,64142db4208a2c5766778166
1077,salmon,sperm whale,horse,pig,whale,Distractor 2,False,False,64142db4208a2c5766778166
1078,cobra,alligator,toad,frog,crocodile,Distractor 2,False,True,64142db4208a2c5766778166
1079,salmon,shark,horse,pig,dolphin,Distractor 2,False,False,64142db4208a2c5766778166
1080,robin,mouse,bus,airplane,hamster,Distractor 2,False,True,64142db4208a2c5766778166
1081,salmon,shark,sparrow,chicken,dolphin,Distractor 2,False,False,64142db4208a2c5766778166
1082,snake,alligator,toad,frog,crocodile,Distractor 2,True,False,64142db4208a2c5766778166
1083,trout,sperm whale,horse,pig,whale,Distractor 2,True,False,64142db4208a2c5766778166
1084,pelican,mouse,bus,airplane,hamster,Distractor 2,False,True,64142db4208a2c5766778166
1085,pelican,mouse,bus,airplane,hamster,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1086,pelican,polar bear,van,airplane,penguin,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1087,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1088,owl,polar bear,bus,airplane,penguin,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1089,snake,alligator,gecko,lizard,crocodile,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1090,trout,orca,horse,pig,whale,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1091,duck,pelican,horse,pig,seagull,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1092,salmon,orca,horse,pig,whale,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1093,salmon,shark,sparrow,chicken,whale,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1094,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1095,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1096,cello,guitar,organ,piano,bass guitar,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1097,blackbird,mouse,bus,airplane,hamster,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1098,owl,polar bear,car,airplane,penguin,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1099,trout,shark,horse,pig,whale,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1100,tank,car,pistol,rifle,truck,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1101,snake,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1102,blackbird,polar bear,bus,airplane,penguin,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1103,trout,shark,horse,pig,dolphin,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1104,robin,mouse,car,airplane,hamster,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1105,salmon,shark,horse,pig,whale,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1106,salmon,shark,sparrow,chicken,dolphin,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1107,snake,alligator,toad,frog,crocodile,Distractor 1,False,False,5dbf5fe16849043f135aa2c0
1108,sparrow,mouse,bus,airplane,hamster,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1109,robin,mouse,bus,airplane,hamster,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1110,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,False,False,5dbf5fe16849043f135aa2c0
1111,crow,mouse,bus,airplane,hamster,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1112,cobra,alligator,gecko,lizard,crocodile,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1113,tank,truck,pistol,rifle,car,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1114,cat,hamster,zebra,horse,mouse,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1115,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1116,blackbird,mouse,car,airplane,hamster,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1117,blackbird,polar bear,car,airplane,penguin,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1118,cobra,alligator,toad,frog,crocodile,Distractor 1,False,True,5dbf5fe16849043f135aa2c0
1119,car,motorbike,tram,train,bicycle,Distractor 1,True,False,5dbf5fe16849043f135aa2c0
1120,snake,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,601129f77e0c21000b0c408a
1121,tank,car,pistol,rifle,truck,Distractor 2,False,True,601129f77e0c21000b0c408a
1122,salmon,shark,sparrow,chicken,whale,Distractor 2,True,False,601129f77e0c21000b0c408a
1123,crow,mouse,bus,airplane,hamster,Distractor 2,True,False,601129f77e0c21000b0c408a
1124,pelican,mouse,bus,airplane,hamster,Distractor 2,True,False,601129f77e0c21000b0c408a
1125,salmon,shark,horse,pig,dolphin,Distractor 2,True,False,601129f77e0c21000b0c408a
1126,salmon,sperm whale,horse,pig,whale,Distractor 2,True,False,601129f77e0c21000b0c408a
1127,eagle,rooster,pelican,seagull,chicken,Distractor 2,False,True,601129f77e0c21000b0c408a
1128,salmon,shark,sparrow,chicken,dolphin,Distractor 2,True,False,601129f77e0c21000b0c408a
1129,owl,cat,bus,airplane,lion,Distractor 2,True,False,601129f77e0c21000b0c408a
1130,blackbird,mouse,bus,airplane,hamster,Distractor 2,True,False,601129f77e0c21000b0c408a
1131,duck,pelican,horse,cow,seagull,Distractor 2,False,False,601129f77e0c21000b0c408a
1132,trout,sperm whale,horse,pig,whale,Distractor 2,True,False,601129f77e0c21000b0c408a
1133,duck,pelican,goldfish,salmon,seagull,Distractor 2,False,False,601129f77e0c21000b0c408a
1134,robin,polar bear,car,airplane,penguin,Distractor 2,False,False,601129f77e0c21000b0c408a
1135,owl,polar bear,car,airplane,penguin,Distractor 2,False,False,601129f77e0c21000b0c408a
1136,robin,mouse,car,airplane,hamster,Distractor 2,True,False,601129f77e0c21000b0c408a
1137,snake,alligator,gecko,lizard,crocodile,Distractor 2,False,True,601129f77e0c21000b0c408a
1138,trout,shark,horse,pig,whale,Distractor 2,True,False,601129f77e0c21000b0c408a
1139,owl,polar bear,bus,airplane,penguin,Distractor 2,False,False,601129f77e0c21000b0c408a
1140,salmon,shark,horse,pig,whale,Distractor 2,True,False,601129f77e0c21000b0c408a
1141,snake,alligator,toad,frog,crocodile,Distractor 2,True,False,601129f77e0c21000b0c408a
1142,trout,orca,horse,pig,whale,Distractor 2,False,False,601129f77e0c21000b0c408a
1143,salmon,orca,horse,pig,whale,Distractor 2,False,False,601129f77e0c21000b0c408a
1144,sparrow,mouse,bus,airplane,hamster,Distractor 2,True,False,601129f77e0c21000b0c408a
1145,blackbird,mouse,car,airplane,hamster,Distractor 2,False,True,601129f77e0c21000b0c408a
1146,dolphin,whale,herring,cod,sperm whale,Distractor 2,False,False,601129f77e0c21000b0c408a
1147,pelican,polar bear,van,airplane,penguin,Distractor 2,False,False,601129f77e0c21000b0c408a
1148,car,motorbike,tram,train,bicycle,Distractor 2,True,False,601129f77e0c21000b0c408a
1149,blackbird,polar bear,car,airplane,penguin,Distractor 2,False,False,601129f77e0c21000b0c408a
1150,robin,mouse,bus,airplane,hamster,Distractor 2,True,False,601129f77e0c21000b0c408a
1151,cat,hamster,zebra,horse,mouse,Distractor 2,False,False,601129f77e0c21000b0c408a
1152,pelican,polar bear,bus,airplane,penguin,Distractor 2,False,False,601129f77e0c21000b0c408a
1153,duck,pelican,horse,pig,seagull,Distractor 2,False,False,601129f77e0c21000b0c408a
1154,blackbird,polar bear,bus,airplane,penguin,Distractor 2,False,False,601129f77e0c21000b0c408a
1155,pelican,mouse,bus,airplane,hamster,Distractor 1,False,True,63d6c8b398b284a355e65870
1156,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,63d6c8b398b284a355e65870
1157,trout,shark,horse,pig,whale,Distractor 1,True,False,63d6c8b398b284a355e65870
